Airport,Date,city,fog,hail,maxtempm,meantempm,meanvism,meanwindspdm,mintempm,precipm,rain,snow,state,thunder,tornado,ArrDelay_mean,LateArrMean,LatePercnt,ArrClass
ORD,29/01/2008,Chicago,0,0,9,-4,6,31,-17,5.08,1,1,IL,1,0,74.23315364,95.82064298,79.64959569,1
ORD,30/01/2008,Chicago,0,0,-11,-15,16,22,-19,0,0,1,IL,0,0,11.56221719,34.63157895,51.58371041,0
ORD,31/01/2008,Chicago,1,0,-3,-8,5,15,-12,6.35,0,1,IL,0,0,96.2891933,122.6501901,80.0608828,1
ORD,01/02/2008,Chicago,1,0,-1,-3,7,17,-4,3.56,0,1,IL,0,0,69.54646325,88.04251701,81.55339806,1
ORD,02/02/2008,Chicago,0,0,-1,-2,11,13,-4,T,0,1,IL,0,0,17.55978261,44.23785166,53.125,1
ORD,03/02/2008,Chicago,1,0,0,-2,4,13,-4,4.06,0,1,IL,0,0,50.88235294,74.86805556,72.09011264,1
ORD,04/02/2008,Chicago,1,0,7,3,1,12,0,8.38,1,1,IL,1,0,77.08243728,85.13752456,91.21863799,1
ORD,05/02/2008,Chicago,1,0,4,2,10,20,0,4.57,1,1,IL,0,0,42.78712221,62.63652803,72.66754271,1
ORD,06/02/2008,Chicago,1,0,1,-1,3,31,-3,13.72,1,1,IL,0,0,91.62894737,106.2048193,87.36842105,1
ORD,07/02/2008,Chicago,0,0,-3,-3,13,11,-4,T,0,1,IL,0,0,18.74945534,39.87773723,59.69498911,1
ORD,08/02/2008,Chicago,0,0,3,-1,9,13,-5,1.78,1,1,IL,0,0,39.35396308,50.70013387,81.10749186,1
ORD,09/02/2008,Chicago,1,0,2,-3,10,24,-9,T,0,1,IL,0,0,9.2946794,31.76966292,48.5675307,0
ORD,10/02/2008,Chicago,0,0,-9,-14,16,33,-20,0,0,0,IL,0,0,28.72966781,41.69242658,74.11225659,1
ORD,11/02/2008,Chicago,0,0,-9,-14,12,9,-19,T,0,1,IL,0,0,38.79913607,56.59495549,72.78617711,1
ORD,12/02/2008,Chicago,1,0,-6,-8,6,16,-11,3.3,0,1,IL,0,0,113.3002874,123.318323,92.52873563,1
ORD,13/02/2008,Chicago,0,0,-6,-10,16,13,-14,T,0,0,IL,0,0,18.84708471,46.45454545,53.24532453,1
ORD,14/02/2008,Chicago,0,0,1,-4,15,19,-11,T,0,1,IL,0,0,9.117586912,30.1573499,49.38650307,0
ORD,15/02/2008,Chicago,0,0,-4,-8,16,14,-13,0,0,0,IL,0,0,17.544,34.06570513,62.4,1
ORD,16/02/2008,Chicago,0,0,1,-7,16,10,-15,0.25,1,0,IL,0,0,1.421994885,28.12,35.16624041,0
ORD,17/02/2008,Chicago,0,0,8,4,8,25,-1,27.94,1,1,IL,1,0,57.22334294,68.97959184,84.72622478,1
ORD,18/02/2008,Chicago,0,0,0,-7,11,28,-14,T,0,1,IL,0,0,51.54782609,70.42674253,76.41304348,1
ORD,19/02/2008,Chicago,0,0,-10,-13,16,20,-16,T,0,1,IL,0,0,13.62603306,33.67358491,54.75206612,0
ORD,20/02/2008,Chicago,0,0,-7,-11,14,18,-15,0.51,0,1,IL,0,0,3.644240571,24.19128329,42.09989806,0
ORD,21/02/2008,Chicago,0,0,-5,-9,14,10,-13,T,0,1,IL,0,0,11.03692308,32.41836735,50.25641026,0
ORD,22/02/2008,Chicago,0,0,-3,-4,15,10,-6,T,0,1,IL,0,0,24.67284624,41.82764228,67.06652127,1
ORD,23/02/2008,Chicago,0,0,1,-3,16,7,-7,0,0,0,IL,0,0,0.896333755,28.97142857,35.39823009,0
ORD,24/02/2008,Chicago,0,0,2,-3,11,11,-8,0,0,0,IL,0,0,-1.509989485,27.54754098,32.07150368,0
ORD,25/02/2008,Chicago,1,0,1,1,5,12,-1,11.43,1,1,IL,0,0,61.33454988,76.02061856,82.60340633,1
ORD,26/02/2008,Chicago,0,0,0,-3,8,24,-7,6.35,0,1,IL,0,0,71.77847309,80.10497238,90.61326658,1
ORD,27/02/2008,Chicago,0,0,-5,-7,16,16,-9,0,0,0,IL,0,0,10.85858586,26.9965096,57.87878788,0
ORD,28/02/2008,Chicago,0,0,-3,-8,13,11,-13,0.51,0,1,IL,0,0,0.328556807,25.04424779,34.69805527,0
ORD,29/02/2008,Chicago,1,0,3,-1,8,24,-5,3.05,0,1,IL,0,0,58.97883598,66.93594306,89.20634921,1
ORD,01/03/2008,Chicago,0,0,1,-3,16,12,-6,0,0,0,IL,0,0,-2.50875,20.64777328,30.875,0
ORD,02/03/2008,Chicago,0,0,14,7,16,22,0,1.78,1,0,IL,0,0,14.63354701,42.77253219,49.78632479,0
ORD,03/03/2008,Chicago,0,0,13,4,12,18,-4,15.49,1,1,IL,0,0,41.3377193,55.71267606,77.85087719,1
ORD,04/03/2008,Chicago,0,0,-1,-3,16,23,-6,0,0,0,IL,0,0,10.89640592,37.80405405,46.93446089,0
ORD,05/03/2008,Chicago,0,0,2,-2,15,11,-6,T,0,1,IL,0,0,1.766393443,35.88535032,32.17213115,0
ORD,06/03/2008,Chicago,0,0,0,-3,13,15,-6,T,0,1,IL,0,0,0.227043391,23.86376812,34.81331988,0
ORD,07/03/2008,Chicago,0,0,-3,-7,16,23,-10,T,0,1,IL,0,0,16.65906736,36.21669627,58.34196891,1
ORD,08/03/2008,Chicago,0,0,-4,-7,11,13,-10,0.25,0,1,IL,0,0,29.48787062,53.48625793,63.74663073,1
ORD,09/03/2008,Chicago,0,0,2,-2,13,8,-7,T,0,1,IL,0,0,23.26557377,42.02214651,64.15300546,1
ORD,10/03/2008,Chicago,0,0,2,-1,14,11,-4,T,0,1,IL,0,0,7.428571429,27.12734864,48.53090172,0
ORD,11/03/2008,Chicago,0,0,9,2,12,19,-5,0,0,0,IL,0,0,-0.387878788,21.90560472,34.24242424,0
ORD,12/03/2008,Chicago,0,0,7,2,14,13,-2,0,0,0,IL,0,0,-3.562688064,28.37446809,23.57071214,0
ORD,13/03/2008,Chicago,0,0,14,8,15,17,2,0,0,0,IL,0,0,0.128128128,25.61094225,32.93293293,0
ORD,14/03/2008,Chicago,0,0,14,7,16,10,-1,0,0,0,IL,0,0,-1.689587426,29.64874552,27.40667976,0
ORD,15/03/2008,Chicago,0,0,4,1,16,17,-3,0,0,0,IL,0,0,0.40175219,34.94117647,29.78723404,0
ORD,16/03/2008,Chicago,0,0,3,0,16,16,-3,0,0,0,IL,0,0,1.066385669,26.88923077,34.24657534,0
ORD,17/03/2008,Chicago,0,0,4,2,13,19,-1,0.51,1,1,IL,0,0,17.81205312,43.95914397,52.50255363,1
ORD,18/03/2008,Chicago,0,0,6,4,6,11,2,1.52,1,0,IL,0,0,56.27640449,69.88979592,82.58426966,1
ORD,19/03/2008,Chicago,0,0,9,5,16,17,1,0,0,0,IL,0,0,13.86099585,43.17977528,46.16182573,0
ORD,20/03/2008,Chicago,0,0,9,4,16,13,-2,0,0,0,IL,0,0,1.713420787,33.89751553,32.49243189,0
ORD,21/03/2008,Chicago,1,0,1,0,6,25,-2,5.59,1,1,IL,0,0,77.64824121,89.6290631,87.60469012,1
ORD,22/03/2008,Chicago,0,0,3,0,12,16,-3,2.03,0,1,IL,0,0,20.21689786,42.15932914,60.15132409,1
ORD,23/03/2008,Chicago,0,0,6,1,16,10,-3,0,0,0,IL,0,0,-1.501587302,31.16245487,29.31216931,0
ORD,24/03/2008,Chicago,0,0,4,1,16,14,-3,0,0,0,IL,0,0,-1.127872128,25.23839009,32.26773227,0
ORD,25/03/2008,Chicago,0,0,14,8,16,34,2,0,0,0,IL,0,0,48.02839117,58.45273632,84.54258675,1
ORD,26/03/2008,Chicago,0,0,11,5,16,10,-1,0,0,0,IL,0,0,-4.763754045,24.25454545,23.73247033,0
ORD,27/03/2008,Chicago,1,0,7,4,7,20,0,11.94,1,1,IL,0,0,71.375,90.26487252,80.96330275,1
ORD,28/03/2008,Chicago,0,0,4,1,15,15,-3,T,0,1,IL,0,0,13.82233503,40.7814433,49.23857868,0
ORD,29/03/2008,Chicago,0,0,7,2,16,17,-3,0,0,0,IL,0,0,-2.111931119,26.45045045,27.30627306,0
ORD,30/03/2008,Chicago,0,0,6,4,9,13,2,0.76,1,0,IL,0,0,43.07403433,68.54330709,68.13304721,1
ORD,31/03/2008,Chicago,0,0,16,10,6,19,4,17.78,1,0,IL,1,0,104.8923476,113.8,92.73670558,1
ORD,01/04/2008,Chicago,0,0,14,7,16,22,0,T,0,0,IL,0,0,29.59409969,49.33993902,66.73448627,1
ORD,02/04/2008,Chicago,0,0,10,4,16,11,-2,0,0,0,IL,0,0,2.603363007,28.2689295,37.88328388,0
ORD,03/04/2008,Chicago,0,0,12,7,14,15,2,4.83,1,0,IL,0,0,10.66144814,31.72674419,50.48923679,0
ORD,04/04/2008,Chicago,0,0,12,8,15,14,3,0.25,1,0,IL,0,0,15.76778656,36.94991055,55.23715415,0
ORD,05/04/2008,Chicago,0,0,17,10,16,13,3,0,0,0,IL,0,0,-2.262195122,25.89285714,30.73170732,0
ORD,06/04/2008,Chicago,0,0,18,11,16,17,3,0,0,0,IL,0,0,0.768205128,28.49249249,34.15384615,0
ORD,07/04/2008,Chicago,0,0,12,9,16,19,6,0.25,1,0,IL,0,0,0.524185587,20.55737705,36.13030602,0
ORD,08/04/2008,Chicago,0,0,7,6,10,14,4,15.49,1,0,IL,1,0,21.9345898,56.92807425,47.7827051,1
ORD,09/04/2008,Chicago,0,0,11,7,16,18,3,0,0,0,IL,0,0,6.869671133,34.04819277,40.43848965,0
ORD,10/04/2008,Chicago,0,0,12,7,6,23,3,21.34,1,0,IL,1,0,77.96707317,94.77226277,83.53658537,1
ORD,11/04/2008,Chicago,0,0,18,11,12,24,4,0.76,1,0,IL,0,0,45.10233593,62.2228739,75.86206897,1
ORD,12/04/2008,Chicago,0,0,6,3,13,19,1,5.59,1,1,IL,0,0,15.56532357,31.34685598,60.1953602,0
ORD,13/04/2008,Chicago,0,0,6,3,15,23,0,1.02,0,1,IL,0,0,5.814285714,23.45575221,46.12244898,0
ORD,14/04/2008,Chicago,0,0,10,6,16,11,1,0,0,0,IL,0,0,0.422812193,19.35620053,37.26647001,0
ORD,15/04/2008,Chicago,0,0,15,7,16,22,-1,0,0,0,IL,0,0,-1.130089374,22.91640867,32.0754717,0
ORD,16/04/2008,Chicago,0,0,23,15,16,35,7,0,0,0,IL,0,0,24.67667668,55.96296296,54.05405405,1
ORD,17/04/2008,Chicago,0,0,21,14,16,14,7,0,0,0,IL,0,0,-2.272373541,21.14238411,29.37743191,0
ORD,18/04/2008,Chicago,0,0,24,16,16,17,7,T,0,0,IL,0,0,1.650294696,24.68882979,36.93516699,0
ORD,19/04/2008,Chicago,0,0,18,13,13,9,8,1.52,1,0,IL,0,0,-6.436470588,24.70588235,20,0
ORD,20/04/2008,Chicago,0,0,22,14,14,9,7,0,0,0,IL,0,0,0.065372829,28.17799353,31.5628192,0
ORD,21/04/2008,Chicago,0,0,24,15,14,11,6,0,0,0,IL,0,0,-1.642228739,27.14084507,27.76148583,0
ORD,22/04/2008,Chicago,0,0,23,17,15,11,9,0,0,0,IL,0,0,-3.435948362,19.69155844,30.58589871,0
ORD,23/04/2008,Chicago,0,0,23,18,16,18,12,0,0,0,IL,0,0,5.119373777,31.05384615,38.16046967,0
ORD,24/04/2008,Chicago,0,0,23,18,15,27,12,1.78,1,0,IL,0,0,15.25194553,36.98916968,53.89105058,0
ORD,25/04/2008,Chicago,0,0,28,17,13,29,7,5.84,1,0,IL,1,0,66.37294564,103.5308411,67.63590392,1
ORD,26/04/2008,Chicago,0,0,14,9,16,29,3,0,0,0,IL,0,0,31.48582474,52.30326296,67.13917526,1
ORD,27/04/2008,Chicago,0,0,12,8,16,12,3,0,0,0,IL,0,0,1.26659751,25.65568862,34.6473029,0
ORD,28/04/2008,Chicago,0,0,8,5,11,12,2,10.41,1,1,IL,0,0,45.6255102,62.86774629,75.6122449,1
ORD,29/04/2008,Chicago,0,0,7,3,16,9,-1,0,0,0,IL,0,0,-0.420579421,25.74475524,28.57142857,0
ORD,30/04/2008,Chicago,0,0,14,7,16,14,-1,0,0,0,IL,0,0,-3.5546875,20.42322097,26.07421875,0
ORD,01/05/2008,Chicago,0,0,23,16,16,19,9,0,0,0,IL,0,0,3.421828909,27.21298701,37.85644051,0
ORD,02/05/2008,Chicago,0,0,23,17,13,24,11,32.51,1,0,IL,1,0,100.8769793,119.284495,85.6272838,1
ORD,03/05/2008,Chicago,0,0,13,10,16,20,6,T,1,0,IL,0,0,7.645200486,38.01829268,39.85419198,0
ORD,04/05/2008,Chicago,0,0,18,11,16,10,3,0,0,0,IL,0,0,-2.77628866,28.56666667,24.74226804,0
ORD,05/05/2008,Chicago,0,0,24,17,16,11,10,0,0,0,IL,0,0,2.12109375,28.26285714,34.1796875,0
ORD,06/05/2008,Chicago,0,0,27,18,16,11,8,0,0,0,IL,0,0,-5.069138277,19.75949367,23.74749499,0
ORD,07/05/2008,Chicago,0,0,21,16,11,20,9,19.3,1,0,IL,1,0,40.53807107,53.78092784,78.78172589,1
ORD,08/05/2008,Chicago,0,0,15,11,16,20,7,0,0,0,IL,0,0,1.880670611,24.96910112,35.10848126,0
ORD,09/05/2008,Chicago,0,0,14,10,16,11,5,0,0,0,IL,0,0,1.331360947,28.99390244,32.34714004,0
ORD,10/05/2008,Chicago,0,0,16,10,16,10,3,0,0,0,IL,0,0,-2.016431925,22.15725806,29.10798122,0
ORD,11/05/2008,Chicago,0,0,14,11,12,28,8,24.13,1,0,IL,0,0,55.43488372,69.93019943,81.62790698,1
ORD,12/05/2008,Chicago,0,0,13,9,16,13,4,0,0,0,IL,0,0,1.837758112,29.0380117,33.62831858,0
ORD,13/05/2008,Chicago,0,0,23,14,16,26,4,2.03,1,0,IL,1,0,5.483316481,35.46280992,36.70374115,0
ORD,14/05/2008,Chicago,0,0,18,13,13,15,7,0.51,0,0,IL,0,0,19.60990099,31.27949438,70.49504951,1
ORD,15/05/2008,Chicago,0,0,14,10,16,13,6,0,0,0,IL,0,0,4.135742188,21.22391304,44.921875,0
ORD,16/05/2008,Chicago,0,0,23,14,16,15,4,0,0,0,IL,0,0,11.54598258,28.72839506,54.88867377,0
ORD,17/05/2008,Chicago,0,0,23,17,16,24,11,3.05,1,0,IL,0,0,0.267670915,22.90217391,31.98146002,0
ORD,18/05/2008,Chicago,0,0,13,10,16,13,7,0,0,0,IL,0,0,1.666666667,23.33333333,34.66257669,0
ORD,19/05/2008,Chicago,0,0,16,10,16,9,4,T,1,0,IL,0,0,2.495601173,23.93915344,36.95014663,0
ORD,20/05/2008,Chicago,0,0,19,14,16,15,8,0,0,0,IL,0,0,9.45663011,26.91346154,51.8444666,0
ORD,21/05/2008,Chicago,0,0,19,12,16,15,5,0,0,0,IL,0,0,-1.042926829,21.98697068,29.95121951,0
ORD,22/05/2008,Chicago,0,0,15,11,16,16,7,0,0,0,IL,0,0,8.28054741,28.25786164,46.62756598,0
ORD,23/05/2008,Chicago,0,0,14,11,16,18,8,0,0,0,IL,0,0,5.15392062,21.16359918,47.33785092,0
ORD,24/05/2008,Chicago,0,0,19,12,16,14,4,0,0,0,IL,0,0,-2.846689896,27.51327434,26.2485482,0
ORD,25/05/2008,Chicago,0,0,26,16,16,19,7,T,1,0,IL,1,0,-7.027811366,20.95906433,20.67714631,0
ORD,26/05/2008,Chicago,0,0,27,18,14,19,8,12.19,1,0,IL,1,0,-2.471810089,31.068,24.72799209,0
ORD,27/05/2008,Chicago,0,0,10,8,16,31,6,0,0,0,IL,0,0,6.750248756,31.87769784,41.49253731,0
ORD,28/05/2008,Chicago,0,0,17,12,16,14,6,0,0,0,IL,0,0,-2.257338552,21.4862069,28.37573386,0
ORD,29/05/2008,Chicago,0,0,19,13,16,7,6,0.25,1,0,IL,0,0,-2.300589391,20.65124555,27.60314342,0
ORD,30/05/2008,Chicago,0,0,25,19,14,17,13,10.16,1,0,IL,1,0,80.42729306,88.51522534,91.8344519,1
ORD,31/05/2008,Chicago,0,0,26,21,16,19,15,0,0,0,IL,0,0,3.402567095,37.44839858,32.78879813,0
ORD,01/06/2008,Chicago,0,0,23,18,16,9,12,0,0,0,IL,0,0,1.21377184,27.79154079,34.01849949,0
ORD,02/06/2008,Chicago,0,0,30,22,16,8,13,T,1,0,IL,0,0,-0.759727627,24.07255521,30.83657588,0
ORD,03/06/2008,Chicago,1,0,21,17,7,15,13,13.21,1,0,IL,1,0,66.5104281,82.79305741,82.21734358,1
ORD,04/06/2008,Chicago,1,0,26,19,5,8,12,T,1,0,IL,1,0,45.74428274,59.29388817,79.93762994,1
ORD,05/06/2008,Chicago,0,0,31,23,14,23,16,16.26,1,0,IL,1,0,43.47118301,55.68710889,80.78867543,1
ORD,06/06/2008,Chicago,0,0,31,27,16,35,23,T,1,0,IL,0,0,75.35580111,105.40625,74.25414365,1
ORD,07/06/2008,Chicago,0,0,29,25,16,21,21,2.79,0,0,IL,0,0,41.58432304,63.3919598,70.90261283,1
ORD,08/06/2008,Chicago,0,0,29,24,16,20,18,31.5,0,0,IL,0,0,88.35072464,133.8715789,68.84057971,1
ORD,09/06/2008,Chicago,0,0,23,21,16,12,18,3.56,0,0,IL,0,0,39.99480789,56.24413793,75.28556594,1
ORD,10/06/2008,Chicago,0,0,26,21,16,15,15,T,0,0,IL,0,0,11.85192498,43.83333333,43.23790721,0
ORD,11/06/2008,Chicago,0,0,30,23,16,16,16,0,0,0,IL,0,0,16.42605289,37.48161121,55.92556317,1
ORD,12/06/2008,Chicago,0,0,33,28,16,26,23,0,0,0,IL,0,0,25.40667976,54.14111498,56.38506876,1
ORD,13/06/2008,Chicago,0,0,28,23,16,16,18,9.91,0,0,IL,0,0,53.23340471,67.63206307,81.47751606,1
ORD,14/06/2008,Chicago,0,0,29,22,16,14,15,0,0,0,IL,0,0,5.280092593,35.690625,37.03703704,0
ORD,15/06/2008,Chicago,0,0,27,22,16,16,16,4.57,0,0,IL,0,0,60.1369863,75.92189679,81.84931507,1
ORD,16/06/2008,Chicago,0,0,22,19,16,18,15,0,0,0,IL,0,0,27.87905605,47.93975904,65.29006883,1
ORD,17/06/2008,Chicago,0,0,24,19,16,18,13,0,0,0,IL,0,0,16.55372701,35.92384106,58.47047435,1
ORD,18/06/2008,Chicago,0,0,25,19,16,12,13,0,0,0,IL,0,0,3.873062016,29.88378378,35.85271318,0
ORD,19/06/2008,Chicago,0,0,,,16,,,0,0,0,IL,0,0,3.366795367,26.9575,38.61003861,0
ORD,20/06/2008,Chicago,0,0,28,21,16,13,14,2.29,0,0,IL,0,0,24.95303327,44.58510638,64.38356164,1
ORD,21/06/2008,Chicago,0,0,28,22,16,13,16,0.25,0,0,IL,0,0,6.654320988,28.8475,44.89337823,0
ORD,22/06/2008,Chicago,0,0,28,21,16,8,14,4.06,0,0,IL,0,0,31.49435897,51.75457317,67.28205128,1
ORD,23/06/2008,Chicago,0,0,25,19,16,10,13,0,0,0,IL,0,0,8.457281553,35.42517815,40.87378641,0
ORD,24/06/2008,Chicago,0,0,28,21,16,9,13,0,0,0,IL,0,0,1.364785992,28.43067847,32.9766537,0
ORD,25/06/2008,Chicago,0,0,26,23,16,15,19,2.03,0,0,IL,0,0,24.89008832,36.9959893,73.40529931,1
ORD,26/06/2008,Chicago,0,0,30,26,16,12,21,0,0,0,IL,0,0,23.86673248,46.36781609,60.11846002,1
ORD,27/06/2008,Chicago,0,0,29,24,16,12,19,T,0,0,IL,0,0,30.72129539,46.88751715,71.5407262,1
ORD,28/06/2008,Chicago,0,0,28,23,16,21,18,1.02,0,0,IL,0,0,26.14757969,56.02771855,55.37190083,1
ORD,29/06/2008,Chicago,0,0,24,20,16,16,16,14.73,0,0,IL,0,0,40.14345992,67.58957655,64.76793249,1
ORD,30/06/2008,Chicago,0,0,27,21,16,15,15,0,0,0,IL,0,0,4.346265761,28.43939394,38.40931135,0
ORD,01/07/2008,Chicago,0,0,28,22,16,13,14,0,0,0,IL,0,0,-3.306280193,21.69047619,28.4057971,0
ORD,02/07/2008,Chicago,0,0,31,24,16,21,17,5.08,0,0,IL,0,0,35.4843276,73.61538462,55.20728008,1
ORD,03/07/2008,Chicago,0,0,22,17,16,19,13,T,0,0,IL,0,0,0.998060136,24.79083095,33.85063046,0
ORD,04/07/2008,Chicago,0,0,24,18,16,11,11,0,0,0,IL,0,0,-5.279792746,23.47560976,21.24352332,0
ORD,05/07/2008,Chicago,0,0,27,19,16,11,12,0,0,0,IL,0,0,-4.025988701,25,23.27683616,0
ORD,06/07/2008,Chicago,0,0,31,23,16,15,15,0,0,0,IL,0,0,2.115956393,35.6025641,30.92170466,0
ORD,07/07/2008,Chicago,0,0,31,26,16,19,22,0.76,0,0,IL,0,0,42.70829268,58.7477707,76.58536585,1
ORD,08/07/2008,Chicago,0,0,29,26,16,15,21,0.76,0,0,IL,0,0,15.15483235,44.11546392,47.83037475,0
ORD,09/07/2008,Chicago,0,0,29,24,16,17,19,T,0,0,IL,0,0,15.66959385,36.94422311,55.10428101,0
ORD,10/07/2008,Chicago,0,0,28,23,16,15,18,18.29,0,0,IL,0,0,42.51844262,88.01335878,53.68852459,1
ORD,11/07/2008,Chicago,0,0,31,24,16,14,18,8.64,0,0,IL,0,0,23.73326673,42.82075472,63.53646354,1
ORD,12/07/2008,Chicago,0,0,27,23,16,17,18,18.54,0,0,IL,0,0,23.34360731,44.39856373,63.58447489,1
ORD,13/07/2008,Chicago,0,0,26,22,16,20,17,0,0,0,IL,0,0,24.98887765,55.86592179,54.29726997,1
ORD,14/07/2008,Chicago,0,0,29,23,16,13,17,0,0,0,IL,0,0,10.50770713,35.36494845,46.72447013,0
ORD,15/07/2008,Chicago,0,0,32,24,16,12,16,0,0,0,IL,0,0,-4.395934172,27.77729258,22.16844143,0
ORD,16/07/2008,Chicago,0,0,32,27,16,12,22,0,0,0,IL,0,0,1.191860465,35.28911565,28.48837209,0
ORD,17/07/2008,Chicago,0,0,32,27,16,14,22,0,0,0,IL,0,0,0.390430622,26.02639296,32.63157895,0
ORD,18/07/2008,Chicago,0,0,30,27,16,9,23,1.02,0,0,IL,0,0,32.27018943,63.18367347,58.62412762,1
ORD,19/07/2008,Chicago,0,0,26,23,16,9,19,40.89,0,0,IL,0,0,38.6662844,47.06081081,84.86238532,1
ORD,20/07/2008,Chicago,0,0,30,25,16,9,20,18.8,0,0,IL,0,0,10.87959184,40.24113475,43.16326531,0
ORD,21/07/2008,Chicago,0,0,28,24,16,12,20,3.3,0,0,IL,0,0,11.00099404,29.0707804,54.77137177,0
ORD,22/07/2008,Chicago,0,0,25,21,16,14,17,T,0,0,IL,0,0,6.49951784,28.86332574,42.33365477,0
ORD,23/07/2008,Chicago,0,0,27,22,16,14,16,0,0,0,IL,0,0,6.218529708,39.67889908,32.9305136,0
ORD,24/07/2008,Chicago,0,0,28,22,16,7,15,0,0,0,IL,0,0,17.52295409,43.50095602,52.19560878,1
ORD,25/07/2008,Chicago,0,0,28,22,16,11,16,0,0,0,IL,0,0,2.53307393,27.91129032,36.18677043,0
ORD,26/07/2008,Chicago,0,0,29,24,16,15,18,0,0,0,IL,0,0,0.332214765,26.42214533,32.32662192,0
ORD,27/07/2008,Chicago,0,0,28,23,16,11,17,0,0,0,IL,0,0,17.9011213,52.55580357,45.66768603,1
ORD,28/07/2008,Chicago,0,0,29,24,16,10,19,0,0,0,IL,0,0,5.989392478,31.77317073,39.53712633,0
ORD,29/07/2008,Chicago,0,0,31,25,16,13,18,1.27,0,0,IL,0,0,1.522705314,37.5,28.21256039,0
ORD,30/07/2008,Chicago,0,0,32,27,16,14,22,0,0,0,IL,0,0,1.208213945,26.01928375,34.67048711,0
ORD,31/07/2008,Chicago,0,0,32,27,16,9,22,3.56,0,0,IL,0,0,40.67963153,73.01166667,61.41248721,1
